year,state_name,Value,commodity,avg_temp_f,total_precip_inches,drought_severity_index,drought_category,yield_anomaly,yield_yoy_change,temp_stress,precip_anomaly,drought_risk_score
2010,CALIFORNIA,105.0,WHEAT,77.4,11.5,292.0,Moderate,19.497530599098134,-4.545454545454541,7.400000000000006,9.694703682986434,58.4
2010,CALIFORNIA,105.0,WHEAT,77.4,11.5,292.0,Moderate,19.497530599098134,0.0,7.400000000000006,9.694703682986434,58.4
2010,CALIFORNIA,80.0,WHEAT,77.4,11.5,292.0,Moderate,-8.954262400687135,-23.809523809523814,7.400000000000006,9.694703682986434,58.4
2010,CALIFORNIA,75.0,WHEAT,77.4,11.5,292.0,Moderate,-14.64462100064419,-6.25,7.400000000000006,9.694703682986434,58.4
2010,CALIFORNIA,75.0,WHEAT,77.4,11.5,292.0,Moderate,-14.64462100064419,0.0,7.400000000000006,9.694703682986434,58.4
2010,CALIFORNIA,70.0,WHEAT,77.4,11.5,292.0,Moderate,-20.334979600601244,-6.666666666666665,7.400000000000006,9.694703682986434,58.4
2010,CALIFORNIA,70.0,WHEAT,77.4,11.5,292.0,Moderate,-20.334979600601244,0.0,7.400000000000006,9.694703682986434,58.4
2011,CALIFORNIA,91.6,WHEAT,78.1,13.9,347.0,High,4.2473695512132235,30.85714285714285,8.099999999999994,32.587511408131434,69.39999999999999
2011,CALIFORNIA,109.0,WHEAT,78.1,13.9,347.0,High,24.04981747906378,18.99563318777293,8.099999999999994,32.587511408131434,69.39999999999999
2011,CALIFORNIA,105.0,WHEAT,78.1,13.9,347.0,High,19.497530599098134,-3.669724770642202,8.099999999999994,32.587511408131434,69.39999999999999
2011,CALIFORNIA,105.0,WHEAT,78.1,13.9,347.0,High,19.497530599098134,0.0,8.099999999999994,32.587511408131434,69.39999999999999
2011,CALIFORNIA,110.0,WHEAT,78.1,13.9,347.0,High,25.187889199055192,4.761904761904767,8.099999999999994,32.587511408131434,69.39999999999999
2011,CALIFORNIA,110.0,WHEAT,78.1,13.9,347.0,High,25.187889199055192,0.0,8.099999999999994,32.587511408131434,69.39999999999999
2011,CALIFORNIA,88.0,WHEAT,78.1,13.9,347.0,High,0.15031135924415134,-19.999999999999996,8.099999999999994,32.587511408131434,69.39999999999999
2011,CALIFORNIA,80.0,WHEAT,78.1,13.9,347.0,High,-8.954262400687135,-9.090909090909093,8.099999999999994,32.587511408131434,69.39999999999999
2011,CALIFORNIA,80.0,WHEAT,78.1,13.9,347.0,High,-8.954262400687135,0.0,8.099999999999994,32.587511408131434,69.39999999999999
2011,CALIFORNIA,80.0,WHEAT,78.1,13.9,347.0,High,-8.954262400687135,0.0,8.099999999999994,32.587511408131434,69.39999999999999
2011,CALIFORNIA,85.0,WHEAT,78.1,13.9,347.0,High,-3.263903800730081,6.25,8.099999999999994,32.587511408131434,69.39999999999999
2012,CALIFORNIA,95.4,WHEAT,82.6,12.7,249.0,Moderate,8.572042087180598,12.235294117647054,12.599999999999994,21.141107545558924,49.8
2012,CALIFORNIA,58.1,WHEAT,82.6,12.7,249.0,Moderate,-33.87803306849903,-39.098532494758906,12.599999999999994,21.141107545558924,49.8
2012,CALIFORNIA,76.7,WHEAT,82.6,12.7,249.0,Moderate,-12.709899076658788,32.01376936316696,12.599999999999994,21.141107545558924,49.8
2012,CALIFORNIA,90.7,WHEAT,82.6,12.7,249.0,Moderate,3.2231050032209634,18.252933507170788,12.599999999999994,21.141107545558924,49.8
2012,CALIFORNIA,92.8,WHEAT,82.6,12.7,249.0,Moderate,5.61305561520292,2.3153252480705655,12.599999999999994,21.141107545558924,49.8
2012,CALIFORNIA,58.5,WHEAT,82.6,12.7,249.0,Moderate,-33.42280438050247,-36.96120689655172,12.599999999999994,21.141107545558924,49.8
2012,CALIFORNIA,81.5,WHEAT,82.6,12.7,249.0,Moderate,-7.247154820700019,39.31623931623931,12.599999999999994,21.141107545558924,49.8
2012,CALIFORNIA,90.9,WHEAT,82.6,12.7,249.0,Moderate,3.4507193472192492,11.533742331288344,12.599999999999994,21.141107545558924,49.8
2012,CALIFORNIA,106.0,WHEAT,82.6,12.7,249.0,Moderate,20.635602319089546,16.61166116611661,12.599999999999994,21.141107545558924,49.8
2012,CALIFORNIA,110.0,WHEAT,82.6,12.7,249.0,Moderate,25.187889199055192,3.7735849056603765,12.599999999999994,21.141107545558924,49.8
2012,CALIFORNIA,110.0,WHEAT,82.6,12.7,249.0,Moderate,25.187889199055192,0.0,12.599999999999994,21.141107545558924,49.8
2012,CALIFORNIA,110.0,WHEAT,82.6,12.7,249.0,Moderate,25.187889199055192,0.0,12.599999999999994,21.141107545558924,49.8
2012,CALIFORNIA,115.0,WHEAT,82.6,12.7,249.0,Moderate,30.878247799012243,4.545454545454541,12.599999999999994,21.141107545558924,49.8
2012,CALIFORNIA,85.0,WHEAT,82.6,12.7,249.0,Moderate,-3.263903800730081,-26.086956521739136,12.599999999999994,21.141107545558924,49.8
2012,CALIFORNIA,85.0,WHEAT,82.6,12.7,249.0,Moderate,-3.263903800730081,0.0,12.599999999999994,21.141107545558924,49.8
2012,CALIFORNIA,85.0,WHEAT,82.6,12.7,249.0,Moderate,-3.263903800730081,0.0,12.599999999999994,21.141107545558924,49.8
2012,CALIFORNIA,85.0,WHEAT,82.6,12.7,249.0,Moderate,-3.263903800730081,0.0,12.599999999999994,21.141107545558924,49.8
2012,CALIFORNIA,80.0,WHEAT,82.6,12.7,249.0,Moderate,-8.954262400687135,-5.882352941176472,12.599999999999994,21.141107545558924,49.8
2013,CALIFORNIA,105.0,WHEAT,79.6,3.7,217.0,Moderate,19.497530599098134,31.25,9.599999999999994,-64.7069214237348,43.4
2013,CALIFORNIA,110.0,WHEAT,79.6,3.7,217.0,Moderate,25.187889199055192,4.761904761904767,9.599999999999994,-64.7069214237348,43.4
2013,CALIFORNIA,107.0,WHEAT,79.6,3.7,217.0,Moderate,21.773674039080955,-2.7272727272727226,9.599999999999994,-64.7069214237348,43.4
2013,CALIFORNIA,34.0,WHEAT,79.6,3.7,217.0,Moderate,-61.30556152029203,-68.22429906542055,9.599999999999994,-64.7069214237348,43.4
2013,CALIFORNIA,82.5,WHEAT,79.6,3.7,217.0,Moderate,-6.109083100708608,142.6470588235294,9.599999999999994,-64.7069214237348,43.4
2013,CALIFORNIA,100.0,WHEAT,79.6,3.7,217.0,Moderate,13.807171999141083,21.212121212121215,9.599999999999994,-64.7069214237348,43.4
2013,CALIFORNIA,95.0,WHEAT,79.6,3.7,217.0,Moderate,8.116813399184027,-5.000000000000004,9.599999999999994,-64.7069214237348,43.4
2013,CALIFORNIA,95.0,WHEAT,79.6,3.7,217.0,Moderate,8.116813399184027,0.0,9.599999999999994,-64.7069214237348,43.4
2013,CALIFORNIA,100.0,WHEAT,79.6,3.7,217.0,Moderate,13.807171999141083,5.263157894736836,9.599999999999994,-64.7069214237348,43.4
2013,CALIFORNIA,105.0,WHEAT,79.6,3.7,217.0,Moderate,19.497530599098134,5.000000000000004,9.599999999999994,-64.7069214237348,43.4
2013,CALIFORNIA,80.0,WHEAT,79.6,3.7,217.0,Moderate,-8.954262400687135,-23.809523809523814,9.599999999999994,-64.7069214237348,43.4
2013,CALIFORNIA,85.0,WHEAT,79.6,3.7,217.0,Moderate,-3.263903800730081,6.25,9.599999999999994,-64.7069214237348,43.4
2013,CALIFORNIA,85.0,WHEAT,79.6,3.7,217.0,Moderate,-3.263903800730081,0.0,9.599999999999994,-64.7069214237348,43.4
2013,CALIFORNIA,85.0,WHEAT,79.6,3.7,217.0,Moderate,-3.263903800730081,0.0,9.599999999999994,-64.7069214237348,43.4
2013,CALIFORNIA,85.0,WHEAT,79.6,3.7,217.0,Moderate,-3.263903800730081,0.0,9.599999999999994,-64.7069214237348,43.4
2014,CALIFORNIA,83.4,WHEAT,79.6,10.4,211.0,Moderate,-5.084818552716332,-1.8823529411764683,9.599999999999994,-0.7978331910383518,42.199999999999996
2014,CALIFORNIA,105.0,WHEAT,79.6,10.4,211.0,Moderate,19.497530599098134,25.899280575539564,9.599999999999994,-0.7978331910383518,42.199999999999996
2014,CALIFORNIA,100.0,WHEAT,79.6,10.4,211.0,Moderate,13.807171999141083,-4.761904761904767,9.599999999999994,-0.7978331910383518,42.199999999999996
2014,CALIFORNIA,100.0,WHEAT,79.6,10.4,211.0,Moderate,13.807171999141083,0.0,9.599999999999994,-0.7978331910383518,42.199999999999996
2014,CALIFORNIA,100.0,WHEAT,79.6,10.4,211.0,Moderate,13.807171999141083,0.0,9.599999999999994,-0.7978331910383518,42.199999999999996
2014,CALIFORNIA,105.0,WHEAT,79.6,10.4,211.0,Moderate,19.497530599098134,5.000000000000004,9.599999999999994,-0.7978331910383518,42.199999999999996
2014,CALIFORNIA,80.0,WHEAT,79.6,10.4,211.0,Moderate,-8.954262400687135,-23.809523809523814,9.599999999999994,-0.7978331910383518,42.199999999999996
2014,CALIFORNIA,85.0,WHEAT,79.6,10.4,211.0,Moderate,-3.263903800730081,6.25,9.599999999999994,-0.7978331910383518,42.199999999999996
2014,CALIFORNIA,85.0,WHEAT,79.6,10.4,211.0,Moderate,-3.263903800730081,0.0,9.599999999999994,-0.7978331910383518,42.199999999999996
2014,CALIFORNIA,80.0,WHEAT,79.6,10.4,211.0,Moderate,-8.954262400687135,-5.882352941176472,9.599999999999994,-0.7978331910383518,42.199999999999996
2014,CALIFORNIA,80.0,WHEAT,79.6,10.4,211.0,Moderate,-8.954262400687135,0.0,9.599999999999994,-0.7978331910383518,42.199999999999996
2015,CALIFORNIA,79.1,WHEAT,73.9,17.0,258.0,Moderate,-9.978526948679411,-1.1250000000000093,3.9000000000000057,62.15738805311039,51.6
2015,CALIFORNIA,73.2,WHEAT,73.9,17.0,258.0,Moderate,-16.693150096628724,-7.4589127686472745,3.9000000000000057,62.15738805311039,51.6
2015,CALIFORNIA,73.2,WHEAT,73.9,17.0,258.0,Moderate,-16.693150096628724,0.0,3.9000000000000057,62.15738805311039,51.6
2015,CALIFORNIA,103.0,WHEAT,73.9,17.0,258.0,Moderate,17.221387159115313,40.710382513661195,3.9000000000000057,62.15738805311039,51.6
2015,CALIFORNIA,97.0,WHEAT,73.9,17.0,258.0,Moderate,10.39295683916685,-5.825242718446599,3.9000000000000057,62.15738805311039,51.6
2015,CALIFORNIA,97.0,WHEAT,73.9,17.0,258.0,Moderate,10.39295683916685,0.0,3.9000000000000057,62.15738805311039,51.6
2015,CALIFORNIA,102.0,WHEAT,73.9,17.0,258.0,Moderate,16.0833154391239,5.154639175257736,3.9000000000000057,62.15738805311039,51.6
2015,CALIFORNIA,105.0,WHEAT,73.9,17.0,258.0,Moderate,19.497530599098134,2.941176470588225,3.9000000000000057,62.15738805311039,51.6
2015,CALIFORNIA,70.0,WHEAT,73.9,17.0,258.0,Moderate,-20.334979600601244,-33.333333333333336,3.9000000000000057,62.15738805311039,51.6
2015,CALIFORNIA,65.0,WHEAT,73.9,17.0,258.0,Moderate,-26.025338200558295,-7.14285714285714,3.9000000000000057,62.15738805311039,51.6
2015,CALIFORNIA,65.0,WHEAT,73.9,17.0,258.0,Moderate,-26.025338200558295,0.0,3.9000000000000057,62.15738805311039,51.6
2015,CALIFORNIA,65.0,WHEAT,73.9,17.0,258.0,Moderate,-26.025338200558295,0.0,3.9000000000000057,62.15738805311039,51.6
2015,CALIFORNIA,70.0,WHEAT,73.9,17.0,258.0,Moderate,-20.334979600601244,7.692307692307687,3.9000000000000057,62.15738805311039,51.6
2016,CALIFORNIA,79.7,WHEAT,75.3,4.2,274.0,Moderate,-9.295683916684554,13.857142857142858,5.299999999999997,-59.93758648099625,54.800000000000004
2016,CALIFORNIA,86.0,WHEAT,75.3,4.2,274.0,Moderate,-2.1258320807386704,7.90464240903388,5.299999999999997,-59.93758648099625,54.800000000000004
2016,CALIFORNIA,105.0,WHEAT,75.3,4.2,274.0,Moderate,19.497530599098134,22.093023255813947,5.299999999999997,-59.93758648099625,54.800000000000004
2016,CALIFORNIA,105.0,WHEAT,75.3,4.2,274.0,Moderate,19.497530599098134,0.0,5.299999999999997,-59.93758648099625,54.800000000000004
2016,CALIFORNIA,104.0,WHEAT,75.3,4.2,274.0,Moderate,18.359458879106725,-0.952380952380949,5.299999999999997,-59.93758648099625,54.800000000000004
2016,CALIFORNIA,111.0,WHEAT,75.3,4.2,274.0,Moderate,26.325960919046597,6.730769230769229,5.299999999999997,-59.93758648099625,54.800000000000004
2016,CALIFORNIA,78.0,WHEAT,75.3,4.2,274.0,Moderate,-11.230405840669956,-29.729729729729726,5.299999999999997,-59.93758648099625,54.800000000000004
2016,CALIFORNIA,70.0,WHEAT,75.3,4.2,274.0,Moderate,-20.334979600601244,-10.256410256410254,5.299999999999997,-59.93758648099625,54.800000000000004
2016,CALIFORNIA,70.0,WHEAT,75.3,4.2,274.0,Moderate,-20.334979600601244,0.0,5.299999999999997,-59.93758648099625,54.800000000000004
2016,CALIFORNIA,73.0,WHEAT,75.3,4.2,274.0,Moderate,-16.92076444062701,4.285714285714293,5.299999999999997,-59.93758648099625,54.800000000000004
2016,CALIFORNIA,78.0,WHEAT,75.3,4.2,274.0,Moderate,-11.230405840669956,6.849315068493156,5.299999999999997,-59.93758648099625,54.800000000000004
2017,CALIFORNIA,87.3,WHEAT,81.1,0.9,220.0,Moderate,-0.6463388447498395,11.923076923076925,11.099999999999994,-91.41519710307062,44.0
2017,CALIFORNIA,64.8,WHEAT,81.1,0.9,220.0,Moderate,-26.252952544556585,-25.773195876288657,11.099999999999994,-91.41519710307062,44.0
2017,CALIFORNIA,76.2,WHEAT,81.1,0.9,220.0,Moderate,-13.278934936654494,17.592592592592602,11.099999999999994,-91.41519710307062,44.0
2017,CALIFORNIA,74.9,WHEAT,81.1,0.9,220.0,Moderate,-14.758428172643324,-1.7060367454068248,11.099999999999994,-91.41519710307062,44.0
2017,CALIFORNIA,97.6,WHEAT,81.1,0.9,220.0,Moderate,11.075799871161689,30.30707610146861,11.099999999999994,-91.41519710307062,44.0
2017,CALIFORNIA,87.7,WHEAT,81.1,0.9,220.0,Moderate,-0.19111015675326865,-10.143442622950815,11.099999999999994,-91.41519710307062,44.0
2017,CALIFORNIA,89.9,WHEAT,81.1,0.9,220.0,Moderate,2.3126476272278382,2.508551881413923,11.099999999999994,-91.41519710307062,44.0
2017,CALIFORNIA,87.6,WHEAT,81.1,0.9,220.0,Moderate,-0.30491732875241945,-2.5583982202447286,11.099999999999994,-91.41519710307062,44.0
2017,CALIFORNIA,63.0,WHEAT,81.1,0.9,220.0,Moderate,-28.30148164054112,-28.08219178082191,11.099999999999994,-91.41519710307062,44.0
2017,CALIFORNIA,71.7,WHEAT,81.1,0.9,220.0,Moderate,-18.40025767661584,13.809523809523805,11.099999999999994,-91.41519710307062,44.0
2017,CALIFORNIA,68.2,WHEAT,81.1,0.9,220.0,Moderate,-22.38350869658578,-4.881450488145045,11.099999999999994,-91.41519710307062,44.0
2017,CALIFORNIA,92.0,WHEAT,81.1,0.9,220.0,Moderate,4.702598239209794,34.89736070381231,11.099999999999994,-91.41519710307062,44.0
2017,CALIFORNIA,88.0,WHEAT,81.1,0.9,220.0,Moderate,0.15031135924415134,-4.347826086956519,11.099999999999994,-91.41519710307062,44.0
2017,CALIFORNIA,88.0,WHEAT,81.1,0.9,220.0,Moderate,0.15031135924415134,0.0,11.099999999999994,-91.41519710307062,44.0
2017,CALIFORNIA,88.0,WHEAT,81.1,0.9,220.0,Moderate,0.15031135924415134,0.0,11.099999999999994,-91.41519710307062,44.0
2017,CALIFORNIA,80.0,WHEAT,81.1,0.9,220.0,Moderate,-8.954262400687135,-9.090909090909093,11.099999999999994,-91.41519710307062,44.0
2017,CALIFORNIA,64.0,WHEAT,81.1,0.9,220.0,Moderate,-27.163409920549707,-19.999999999999996,11.099999999999994,-91.41519710307062,44.0
2017,CALIFORNIA,65.0,WHEAT,81.1,0.9,220.0,Moderate,-26.025338200558295,1.5625,11.099999999999994,-91.41519710307062,44.0
2017,CALIFORNIA,65.0,WHEAT,81.1,0.9,220.0,Moderate,-26.025338200558295,0.0,11.099999999999994,-91.41519710307062,44.0
2017,CALIFORNIA,77.0,WHEAT,81.1,0.9,220.0,Moderate,-12.368477560661367,18.461538461538463,11.099999999999994,-91.41519710307062,44.0
2017,CALIFORNIA,71.0,WHEAT,81.1,0.9,220.0,Moderate,-19.19690788060983,-7.792207792207795,11.099999999999994,-91.41519710307062,44.0
2018,CALIFORNIA,96.0,WHEAT,73.5,17.7,259.0,Moderate,9.254885119175437,35.2112676056338,3.5,68.83445697294434,51.800000000000004
2018,CALIFORNIA,103.0,WHEAT,73.5,17.7,259.0,Moderate,17.221387159115313,7.291666666666674,3.5,68.83445697294434,51.800000000000004
2018,CALIFORNIA,97.0,WHEAT,73.5,17.7,259.0,Moderate,10.39295683916685,-5.825242718446599,3.5,68.83445697294434,51.800000000000004
2018,CALIFORNIA,81.3,WHEAT,73.5,17.7,259.0,Moderate,-7.474769164698304,-16.185567010309278,3.5,68.83445697294434,51.800000000000004
2018,CALIFORNIA,93.0,WHEAT,73.5,17.7,259.0,Moderate,5.840669959201206,14.39114391143912,3.5,68.83445697294434,51.800000000000004
2018,CALIFORNIA,100.0,WHEAT,73.5,17.7,259.0,Moderate,13.807171999141083,7.526881720430101,3.5,68.83445697294434,51.800000000000004
2018,CALIFORNIA,100.0,WHEAT,73.5,17.7,259.0,Moderate,13.807171999141083,0.0,3.5,68.83445697294434,51.800000000000004
2018,CALIFORNIA,105.0,WHEAT,73.5,17.7,259.0,Moderate,19.497530599098134,5.000000000000004,3.5,68.83445697294434,51.800000000000004
2018,CALIFORNIA,110.0,WHEAT,73.5,17.7,259.0,Moderate,25.187889199055192,4.761904761904767,3.5,68.83445697294434,51.800000000000004
2018,CALIFORNIA,77.0,WHEAT,73.5,17.7,259.0,Moderate,-12.368477560661367,-30.000000000000004,3.5,68.83445697294434,51.800000000000004
2018,CALIFORNIA,78.0,WHEAT,73.5,17.7,259.0,Moderate,-11.230405840669956,1.298701298701288,3.5,68.83445697294434,51.800000000000004
2018,CALIFORNIA,78.0,WHEAT,73.5,17.7,259.0,Moderate,-11.230405840669956,0.0,3.5,68.83445697294434,51.800000000000004
2018,CALIFORNIA,83.0,WHEAT,73.5,17.7,259.0,Moderate,-5.540047240712902,6.41025641025641,3.5,68.83445697294434,51.800000000000004
2018,CALIFORNIA,82.0,WHEAT,73.5,17.7,259.0,Moderate,-6.678118960704313,-1.2048192771084376,3.5,68.83445697294434,51.800000000000004
2019,CALIFORNIA,59.4,WHEAT,79.1,13.4,225.0,Moderate,-32.398539832510195,-27.5609756097561,9.099999999999994,27.81817646539289,45.0
2019,CALIFORNIA,102.0,WHEAT,79.1,13.4,225.0,Moderate,16.0833154391239,71.71717171717171,9.099999999999994,27.81817646539289,45.0
2019,CALIFORNIA,107.0,WHEAT,79.1,13.4,225.0,Moderate,21.773674039080955,4.90196078431373,9.099999999999994,27.81817646539289,45.0
2019,CALIFORNIA,107.0,WHEAT,79.1,13.4,225.0,Moderate,21.773674039080955,0.0,9.099999999999994,27.81817646539289,45.0
2019,CALIFORNIA,105.0,WHEAT,79.1,13.4,225.0,Moderate,19.497530599098134,-1.869158878504673,9.099999999999994,27.81817646539289,45.0
2019,CALIFORNIA,105.0,WHEAT,79.1,13.4,225.0,Moderate,19.497530599098134,0.0,9.099999999999994,27.81817646539289,45.0
2019,CALIFORNIA,50.0,WHEAT,79.1,13.4,225.0,Moderate,-43.09641400042946,-52.38095238095239,9.099999999999994,27.81817646539289,45.0
2019,CALIFORNIA,65.0,WHEAT,79.1,13.4,225.0,Moderate,-26.025338200558295,30.000000000000004,9.099999999999994,27.81817646539289,45.0
2019,CALIFORNIA,65.0,WHEAT,79.1,13.4,225.0,Moderate,-26.025338200558295,0.0,9.099999999999994,27.81817646539289,45.0
2019,CALIFORNIA,65.0,WHEAT,79.1,13.4,225.0,Moderate,-26.025338200558295,0.0,9.099999999999994,27.81817646539289,45.0
2019,CALIFORNIA,72.0,WHEAT,79.1,13.4,225.0,Moderate,-18.058836160618423,10.769230769230775,9.099999999999994,27.81817646539289,45.0
2020,CALIFORNIA,77.2,WHEAT,77.6,15.7,297.0,Moderate,-12.140863216663082,7.222222222222219,7.599999999999994,49.75711720199017,59.4
2020,CALIFORNIA,87.0,WHEAT,77.6,15.7,297.0,Moderate,-0.9877603607472595,12.694300518134716,7.599999999999994,49.75711720199017,59.4
2020,CALIFORNIA,90.0,WHEAT,77.6,15.7,297.0,Moderate,2.4264547992269727,3.4482758620689724,7.599999999999994,49.75711720199017,59.4
2020,CALIFORNIA,90.0,WHEAT,77.6,15.7,297.0,Moderate,2.4264547992269727,0.0,7.599999999999994,49.75711720199017,59.4
2020,CALIFORNIA,110.0,WHEAT,77.6,15.7,297.0,Moderate,25.187889199055192,22.222222222222232,7.599999999999994,49.75711720199017,59.4
2020,CALIFORNIA,80.0,WHEAT,77.6,15.7,297.0,Moderate,-8.954262400687135,-27.27272727272727,7.599999999999994,49.75711720199017,59.4
2020,CALIFORNIA,75.0,WHEAT,77.6,15.7,297.0,Moderate,-14.64462100064419,-6.25,7.599999999999994,49.75711720199017,59.4
2020,CALIFORNIA,85.0,WHEAT,77.6,15.7,297.0,Moderate,-3.263903800730081,13.33333333333333,7.599999999999994,49.75711720199017,59.4
2020,CALIFORNIA,85.0,WHEAT,77.6,15.7,297.0,Moderate,-3.263903800730081,0.0,7.599999999999994,49.75711720199017,59.4
2020,CALIFORNIA,54.0,WHEAT,77.6,15.7,297.0,Moderate,-38.54412712046382,-36.47058823529412,7.599999999999994,49.75711720199017,59.4
2020,CALIFORNIA,88.0,WHEAT,77.6,15.7,297.0,Moderate,0.15031135924415134,62.962962962962955,7.599999999999994,49.75711720199017,59.4
2021,CALIFORNIA,87.1,WHEAT,78.8,12.4,271.0,Moderate,-0.8739531887481248,-1.0227272727272751,8.799999999999997,18.27950657991581,54.2
2021,CALIFORNIA,110.0,WHEAT,78.8,12.4,271.0,Moderate,25.187889199055192,26.291618828932272,8.799999999999997,18.27950657991581,54.2
2021,CALIFORNIA,100.0,WHEAT,78.8,12.4,271.0,Moderate,13.807171999141083,-9.090909090909093,8.799999999999997,18.27950657991581,54.2
2021,CALIFORNIA,100.0,WHEAT,78.8,12.4,271.0,Moderate,13.807171999141083,0.0,8.799999999999997,18.27950657991581,54.2
2021,CALIFORNIA,92.0,WHEAT,78.8,12.4,271.0,Moderate,4.702598239209794,-7.9999999999999964,8.799999999999997,18.27950657991581,54.2
2021,CALIFORNIA,91.0,WHEAT,78.8,12.4,271.0,Moderate,3.564526519218384,-1.0869565217391353,8.799999999999997,18.27950657991581,54.2
2021,CALIFORNIA,82.0,WHEAT,78.8,12.4,271.0,Moderate,-6.678118960704313,-9.890109890109889,8.799999999999997,18.27950657991581,54.2
2021,CALIFORNIA,80.0,WHEAT,78.8,12.4,271.0,Moderate,-8.954262400687135,-2.4390243902439046,8.799999999999997,18.27950657991581,54.2
2021,CALIFORNIA,80.0,WHEAT,78.8,12.4,271.0,Moderate,-8.954262400687135,0.0,8.799999999999997,18.27950657991581,54.2
2021,CALIFORNIA,77.0,WHEAT,78.8,12.4,271.0,Moderate,-12.368477560661367,-3.749999999999998,8.799999999999997,18.27950657991581,54.2
2021,CALIFORNIA,75.0,WHEAT,78.8,12.4,271.0,Moderate,-14.64462100064419,-2.5974025974025983,8.799999999999997,18.27950657991581,54.2
2022,CALIFORNIA,97.2,WHEAT,76.8,6.0,316.0,High,10.620571183165135,29.600000000000005,6.799999999999997,-42.767980687137516,63.2
2022,CALIFORNIA,77.2,WHEAT,76.8,6.0,316.0,High,-12.140863216663082,-20.576131687242793,6.799999999999997,-42.767980687137516,63.2
2022,CALIFORNIA,59.8,WHEAT,76.8,6.0,316.0,High,-31.943311144513636,-22.538860103626945,6.799999999999997,-42.767980687137516,63.2
2022,CALIFORNIA,80.8,WHEAT,76.8,6.0,316.0,High,-8.04380502469401,35.11705685618729,6.799999999999997,-42.767980687137516,63.2
2022,CALIFORNIA,66.4,WHEAT,76.8,6.0,316.0,High,-24.432037792570316,-17.821782178217816,6.799999999999997,-42.767980687137516,63.2
2022,CALIFORNIA,98.7,WHEAT,76.8,6.0,316.0,High,12.32767876315225,48.64457831325299,6.799999999999997,-42.767980687137516,63.2
2022,CALIFORNIA,105.5,WHEAT,76.8,6.0,316.0,High,20.066566459093842,6.889564336372844,6.799999999999997,-42.767980687137516,63.2
2022,CALIFORNIA,97.1,WHEAT,76.8,6.0,316.0,High,10.506764011165984,-7.962085308056876,6.799999999999997,-42.767980687137516,63.2
2022,CALIFORNIA,63.8,WHEAT,76.8,6.0,316.0,High,-27.39102426454799,-34.29454170957775,6.799999999999997,-42.767980687137516,63.2
2022,CALIFORNIA,57.7,WHEAT,76.8,6.0,316.0,High,-34.333261756495595,-9.561128526645756,6.799999999999997,-42.767980687137516,63.2
2022,CALIFORNIA,85.3,WHEAT,76.8,6.0,316.0,High,-2.922482284732661,47.83362218370883,6.799999999999997,-42.767980687137516,63.2
2022,CALIFORNIA,110.0,WHEAT,76.8,6.0,316.0,High,25.187889199055192,28.956623681125436,6.799999999999997,-42.767980687137516,63.2
2022,CALIFORNIA,112.0,WHEAT,76.8,6.0,316.0,High,27.46403263903801,1.8181818181818077,6.799999999999997,-42.767980687137516,63.2
2022,CALIFORNIA,112.0,WHEAT,76.8,6.0,316.0,High,27.46403263903801,0.0,6.799999999999997,-42.767980687137516,63.2
2022,CALIFORNIA,113.0,WHEAT,76.8,6.0,316.0,High,28.602104359029422,0.8928571428571397,6.799999999999997,-42.767980687137516,63.2
2022,CALIFORNIA,112.0,WHEAT,76.8,6.0,316.0,High,27.46403263903801,-0.8849557522123908,6.799999999999997,-42.767980687137516,63.2
2022,CALIFORNIA,73.0,WHEAT,76.8,6.0,316.0,High,-16.92076444062701,-34.82142857142857,6.799999999999997,-42.767980687137516,63.2
2022,CALIFORNIA,43.0,WHEAT,76.8,6.0,316.0,High,-51.06291604036933,-41.0958904109589,6.799999999999997,-42.767980687137516,63.2
2022,CALIFORNIA,43.0,WHEAT,76.8,6.0,316.0,High,-51.06291604036933,0.0,6.799999999999997,-42.767980687137516,63.2
2022,CALIFORNIA,73.0,WHEAT,76.8,6.0,316.0,High,-16.92076444062701,69.76744186046511,6.799999999999997,-42.767980687137516,63.2
2022,CALIFORNIA,59.0,WHEAT,76.8,6.0,316.0,High,-32.85376852050676,-19.17808219178082,6.799999999999997,-42.767980687137516,63.2
2023,CALIFORNIA,86.0,WHEAT,74.5,11.8,293.0,Moderate,-2.1258320807386704,45.76271186440677,4.5,12.556304648629565,58.599999999999994
2023,CALIFORNIA,114.0,WHEAT,74.5,11.8,293.0,Moderate,29.74017607902083,32.558139534883715,4.5,12.556304648629565,58.599999999999994
2023,CALIFORNIA,114.0,WHEAT,74.5,11.8,293.0,Moderate,29.74017607902083,0.0,4.5,12.556304648629565,58.599999999999994
2023,CALIFORNIA,114.0,WHEAT,74.5,11.8,293.0,Moderate,29.74017607902083,0.0,4.5,12.556304648629565,58.599999999999994
2023,CALIFORNIA,110.0,WHEAT,74.5,11.8,293.0,Moderate,25.187889199055192,-3.508771929824561,4.5,12.556304648629565,58.599999999999994
2023,CALIFORNIA,110.0,WHEAT,74.5,11.8,293.0,Moderate,25.187889199055192,0.0,4.5,12.556304648629565,58.599999999999994
2023,CALIFORNIA,80.0,WHEAT,74.5,11.8,293.0,Moderate,-8.954262400687135,-27.27272727272727,4.5,12.556304648629565,58.599999999999994
2023,CALIFORNIA,85.0,WHEAT,74.5,11.8,293.0,Moderate,-3.263903800730081,6.25,4.5,12.556304648629565,58.599999999999994
